Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-07-0000-2016-YHS,Civilian,CA0070000,Male,Black,,36-40,TRUE,Serious bodily injury,Abrasion/Laceration,Admitted to hospital - precautionary measure only,FALSE,Front legs/feet,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,211 PC ROBBERY (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-0000-2016-YHS,Officer,CA0070000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To prevent escape,TRUE,Patrol Uniform
URSUS-07-0000-2016-ZRT,Civilian,CA0070000,Male,Hispanic,,18-20,TRUE,Serious bodily injury,Abrasion/Laceration,Admitted to hospital - other circumstance,FALSE,Arms/hands,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,459 PC BURGLARY (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-0000-2016-ZRT,Officer,CA0070000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-0100-2016-JPY,Civilian,CA0070100,Male,Hispanic,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,None,TRUE,187(A) PC MRDR:1ST DEG:SHOOT F/VEH (FELONY) SFV,215(A),TRUE,Firearm,Shotgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-07-0100-2016-JPY,Officer,CA0070100,Male,White,,26-30,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,Head,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0100-2016-JPY,Officer,CA0070100,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-0100-2016-SUN,Civilian,CA0070100,Male,Black,,36-40,TRUE,Death,Unconscious,Medical assistance - treated on scene,FALSE,"Neck/throat, Front legs/feet, Rear legs",TRUE,"Other physical contact (Use of hands, fists, feet, etc) -> Blunt / impact weapon -> Carotid restraint control hold",TRUE,"Carotid restraint control hold, Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,Signs of drug impairment,TRUE,,,TRUE,"Firearm, Other dangerous weapon",,TRUE,Life-threatening,Deceased,FALSE,,,,,,
URSUS-07-0100-2016-SUN,Officer,CA0070100,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0100-2016-SUN,Officer,CA0070100,Male,White,,31-35,FALSE,,,,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0100-2016-TZF,Civilian,CA0070100,Male,Black,,56-60,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,Front lower torso/abdomen,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,245(D)(1) PC ASLT PO W/FIREARM (FELONY),25850(C)(2),TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-07-0100-2016-TZF,Officer,CA0070100,Male,White,,41-45,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0100-2016-WYT,Civilian,CA0070100,Male,White,,26-30,TRUE,Serious bodily injury,"Abrasion/Laceration, Obvious disfigurement",Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Rear upper torso/back",TRUE,"K-9 contact -> Other physical contact (Use of hands, fists, feet, etc)",TRUE,"Other physical contact (Use of hands, fists, feet, etc), K-9 contact",FALSE,FALSE,Signs of alcohol impairment,FALSE,2800.2 VC EVADING PO:DISREGARD SFTY (FELONY) EVD,148(A)(1),TRUE,"Firearm, Other dangerous weapon",,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-0100-2016-WYT,Officer,CA0070100,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0100-2016-WYT,Officer,CA0070100,Male,White,,41-45,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0400-2016-YPK,Civilian,CA0070400,Male,White,,18-20,TRUE,Death,"Abrasion/Laceration, Gunshot wound",Admitted to hospital - critical injuries,FALSE,"Front upper torso/chest, Front below waist/groin area, Arms/hands, Front legs/feet",TRUE,K-9 contact -> Discharge of firearm (hit),TRUE,"Discharge of firearm (hit), K-9 contact",TRUE,TRUE,"Signs of mental disability, Signs of drug impairment",TRUE,,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,Deceased,TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-07-0400-2016-YPK,Officer,CA0070400,Female,White,,41-45,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0400-2016-YPK,Officer,CA0070400,Male,White,,41-45,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0800-2016-KYN,Civilian,CA0070800,Male,"Asian Indian, Hispanic",,31-35,TRUE,Death,Unconscious,Medical assistance - treated on scene,FALSE,Neck/throat,,,TRUE,Carotid restraint control hold,FALSE,FALSE,"Signs of drug impairment, Signs of alcohol impairment",TRUE,,,TRUE,Unknown,,TRUE,Assaultive,Deceased,FALSE,,,,,,
URSUS-07-0800-2016-KYN,Officer,CA0070800,Male,"American Indian, Hispanic",,26-30,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,Front lower torso/abdomen,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0800-2016-KYN,Officer,CA0070800,Male,Black,,26-30,TRUE,Injury,Concussion,Medical assistance - treated on scene,FALSE,"Front upper torso/chest, Front lower torso/abdomen",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0800-2016-MGT,Civilian,CA0070800,Male,Hispanic,,18-20,TRUE,Serious bodily injury,Gunshot wound,Medical assistance - treated at facility and released,FALSE,Front legs/feet,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,"Signs of drug impairment, Signs of alcohol impairment",TRUE,245(C) PC ADW NOT F/ARM:PO/FIRE:GBI (FELONY) ADW,,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-07-0800-2016-MGT,Civilian,CA0070800,Male,Hispanic,,17-Oct,TRUE,Serious bodily injury,Gunshot wound,Medical assistance - treated at facility and released,FALSE,Front legs/feet,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,FALSE,,,FALSE,,,FALSE,,None of these,FALSE,,,,,,
URSUS-07-0800-2016-MGT,Civilian,CA0070800,Male,Hispanic,,56-60,TRUE,Serious bodily injury,Gunshot wound,Medical assistance - treated at facility and released,FALSE,Front lower torso/abdomen,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,FALSE,,,FALSE,,,FALSE,,None of these,FALSE,,,,,,
URSUS-07-0800-2016-MGT,Officer,CA0070800,Male,White,,41-45,FALSE,,,,,,,,TRUE,Threat of firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-07-0900-2016-FJF,Civilian,CA0070900,Male,Black,,46-50,TRUE,Serious bodily injury,"Contusion, Bone fracture",Admitted to hospital - precautionary measure only,FALSE,"Head, Rear upper torso/back, Rear below waist/buttocks, Front legs/feet",,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,148(a)(1),529,TRUE,Unknown,,TRUE,Active resistance,Cited and released,FALSE,,,,,,
URSUS-07-0900-2016-FJF,Officer,CA0070900,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0900-2016-FJF,Officer,CA0070900,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0900-2016-FJF,Officer,CA0070900,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0900-2016-GNF,Civilian,CA0070900,Male,White,,71-75,TRUE,Serious bodily injury,"Contusion, Bone fracture, Internal injury, Abrasion/Laceration",Admitted to hospital - other circumstance,FALSE,Front upper torso/chest,,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,243(B) PC BATT PO/EMERG PRSNL/ETC (MISDEMEANOR),23152 (a),FALSE,,,TRUE,Assaultive,Cited and released,FALSE,,,,,,
URSUS-07-0900-2016-GNF,Officer,CA0070900,Male,White,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-07-0900-2016-GNF,Officer,CA0070900,Male,White,,26-30,FALSE,,,,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-0900-2016-VVT,Civilian,CA0070900,Male,White,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of mental disability,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-07-0900-2016-VVT,Officer,CA0070900,Male,Black,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-07-0900-2016-VVT,Officer,CA0070900,Female,Black,,36-40,TRUE,Serious bodily injury,Contusion,Medical assistance - treated at facility and released,FALSE,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-FUS,Civilian,CA0071000,Male,Black,,46-50,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,211 PC ROBBERY (FELONY),,TRUE,Firearm,Handgun,TRUE,Active resistance,In custody (other),TRUE,Firearm,,,,,
URSUS-07-1000-2016-FUS,Officer,CA0071000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1000-2016-HRQ,Civilian,CA0071000,Male,Black,,18-20,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Arms/hands, Front legs/feet, Rear legs",,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,10851(A) VC VEHICLE THEFT (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-HRQ,Officer,CA0071000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-MTB,Civilian,CA0071000,Male,Hispanic,,26-30,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,207(A) PC KIDNAPPING (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-MTB,Officer,CA0071000,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1000-2016-NNX,Civilian,CA0071000,Male,Black,,51-55,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Rear upper torso/back, Rear lower torso/back, Arms/hands",,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,211 PC ROBBERY (FELONY),,TRUE,Firearm,Handgun,TRUE,Active resistance,In custody (other),TRUE,Firearm,,,,,
URSUS-07-1000-2016-NNX,Officer,CA0071000,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1000-2016-TKM,Civilian,CA0071000,Male,Hispanic,,18-20,FALSE,,,,,"Arms/hands, Rear legs",TRUE,"Other physical contact (Use of hands, fists, feet, etc) -> Other control hold/takedown",TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-TKM,Civilian,CA0071000,Male,Hispanic,,17-Oct,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated at facility and released,FALSE,"Head, Front legs/feet",TRUE,"Other control hold/takedown -> Other physical contact (Use of hands, fists, feet, etc)",TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-TKM,Officer,CA0071000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-TKM,Officer,CA0071000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-UYW,Civilian,CA0071000,Male,Black,,21-25,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Front legs/feet,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,245(A)(2) PC ASLT W/FIREARM ON PERSON (FELONY),,TRUE,Firearm,Handgun,TRUE,Active resistance,In custody (other),TRUE,Firearm,,,,,
URSUS-07-1000-2016-UYW,Officer,CA0071000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1000-2016-VBS,Civilian,CA0071000,Male,Black,,21-25,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Arms/hands, Rear legs",,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,30305(A)(1) PC PROHIB OWN/ETC AMMO/ETC (FELONY),,TRUE,Firearm,Handgun,TRUE,Active resistance,In custody (other),TRUE,Firearm,,,,,
URSUS-07-1000-2016-VBS,Officer,CA0071000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1000-2016-VJP,Civilian,CA0071000,Male,Hispanic,,41-45,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Rear lower torso/back, Arms/hands",,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,207(A) PC KIDNAPPING (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-VJP,Officer,CA0071000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-YGG,Civilian,CA0071000,Male,Hispanic,,26-30,TRUE,Serious bodily injury,"Abrasion/Laceration, Obvious disfigurement",Medical assistance - treated at facility and released,FALSE,"Rear lower torso/back, Arms/hands",TRUE,"Other physical contact (Use of hands, fists, feet, etc) -> K-9 contact",TRUE,"Other physical contact (Use of hands, fists, feet, etc), K-9 contact",FALSE,FALSE,Signs of alcohol impairment,FALSE,273.5 PC INFLICT CRPL INJ SP/COHAB (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-YGG,Officer,CA0071000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-07-1000-2016-ZDK,Civilian,CA0071000,Male,Hispanic,,18-20,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,29800(B) PC CONV PERSN POSS/ETC F/ARM (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-07-1000-2016-ZDK,Officer,CA0071000,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-07-1200-2016-MKF,Civilian,CA0071200,Male,Hispanic,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated at facility and released,TRUE,"Head, Front upper torso/chest, Rear lower torso/back",FALSE,,TRUE,"Chemical spray (e.g. OC/CS), Electronic control device, Impact projectile, K-9 contact",FALSE,FALSE,Signs of drug impairment,TRUE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-07-1200-2016-MKF,Officer,CA0071200,Male,White,,36-40,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Front legs/feet",,,TRUE,"Civilian vehicle contact, Other dangerous weapon",FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-08-013G-2016-XKA,Civilian,CA008013G,Male,Hispanic,,17-Oct,FALSE,,,,,"Front upper torso/chest, Arms/hands",,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-08-013G-2016-XKA,Officer,CA008013G,Male,White,,31-35,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Admitted to hospital - critical injuries,FALSE,"Front upper torso/chest, Arms/hands",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Plainclothes
URSUS-09-0000-2016-YEQ,Civilian,CA0090000,Male,White,,36-40,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,Front lower torso/abdomen,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,Signs of drug impairment,TRUE,664/187(a),,TRUE,Firearm,"Rifle, Shotgun",TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-09-0000-2016-YEQ,Officer,CA0090000,Male,White,,41-45,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-10-0000-2016-APP,Civilian,CA0100000,Male,Black,,21-25,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,Head,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,,,TRUE,Firearm,Handgun,TRUE,Life-threatening,Deceased,TRUE,Firearm,,,,,
URSUS-10-0000-2016-APP,Officer,CA0100000,Male,Hispanic,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-10-0000-2016-KQS,Civilian,CA0100000,Male,Asian / Pacific Islander,Laotian,36-40,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,Signs of drug impairment,TRUE,PC664/PC187(a),,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-10-0000-2016-KQS,Officer,CA0100000,Male,White,,46-50,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-10-0000-2016-KZT,Civilian,CA0100000,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,None,TRUE,PC 245 C,,TRUE,Other dangerous weapon,,TRUE,Assaultive,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-10-0000-2016-KZT,Officer,CA0100000,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-10-0100-2016-RHF,Civilian,CA0100100,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,"Signs of mental disability, Signs of drug impairment",TRUE,,,FALSE,,,TRUE,Active resistance,In custody (W&I section 5150),FALSE,,,,,,
URSUS-10-0100-2016-RHF,Officer,CA0100100,Male,White,,41-45,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Front legs/feet,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-10-0100-2016-WGX,Civilian,CA0100100,Male,"Hispanic, White",,31-35,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,Head,FALSE,,TRUE,"Discharge of firearm (miss), Discharge of firearm (hit)",TRUE,TRUE,Signs of drug impairment,TRUE,,,TRUE,Other dangerous weapon,,TRUE,Life-threatening,Deceased,TRUE,Other dangerous weapon,,,,,
URSUS-10-0100-2016-WGX,Officer,CA0100100,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-10-0100-2016-WGX,Officer,CA0100100,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
